source,title,authors,doi,arxiv_id,published_date,year,container_title,venue,publisher,abstract,keywords,is_open_access,url,download_url,local_path,download_date,citation_count,type
crossref,Construction of Carbon Emission Evaluation Methods and Indicators for Low-Carbon Technologies in Buildings,Yong Ding; donglin zhang; xiangting jiang,10.2139/ssrn.4517403,,2023,,,,,,,False,https://doi.org/10.2139/ssrn.4517403,,,,,posted-content
crossref,Shifting towards plant-based proteins: Impact on emission reduction and carbon offsetting – Schouten’s journey in Europe and its application in Asia (Abstract),,10.56669/gkkj4157,,2024-09,,Strategy and Actions to Incentivize GHG Emission Reductions and Carbon Offset within Sustainable Agrifood Systems,,,,,False,https://doi.org/10.56669/gkkj4157,,,,,proceedings-article
crossref,Carbon Emission Assessment by Applying Clustering Technique to World’s Emission Datasets,Nitin Jaglal Untwal,10.2174/9789815124842123010012,,2023-08-22,,Advanced Mathematical Applications in Data Science,,,,,False,https://doi.org/10.2174/9789815124842123010012,,,,,book-chapter
crossref,Chemically Synthesized Carbon Nanorods with Dual Polarized Emission,,10.1021/acsnano.9b06263.s001,,,,,,,,,True,https://doi.org/10.1021/acsnano.9b06263.s001,https://doi.org/10.1021/acsnano.9b06263.s001,,,,component
crossref,Electron field emission from multi-walled carbon nanotubes,M. Sveningsson; R.E. Morjan; O. Nerushev; E.E.B. Campbell,10.1016/j.carbon.2003.12.057,,2004,,Carbon,,,,,False,https://doi.org/10.1016/j.carbon.2003.12.057,,,,,journal-article
crossref,Corporate Carbon Emission Statements,Stefan Reichelstein,10.2139/ssrn.4271025,,2022,,SSRN Electronic Journal,,,,,True,https://doi.org/10.2139/ssrn.4271025,https://madoc.bib.uni-mannheim.de/63443/1/CCESv4.0%281%29.pdf,carbon_papers\Corporate Carbon Emission Statements.pdf,2025-05-14,,journal-article
crossref,Particle emission during the sublimation of graphite,A.Greenville Whittaker; P. Kintner,10.1016/0008-6223(69)90131-6,,1969-06,,Carbon,,,,,False,https://doi.org/10.1016/0008-6223(69)90131-6,,,,,journal-article
crossref,Impacts of Carbon Emission Trading Prices on Financing Decision of Green Supply Chain Under Carbon Emission Reduction Percentage Measure,Liurui Deng; Chen Cao; Wei Li,10.1109/access.2023.3297649,,2023,,IEEE Access,,,,,True,https://doi.org/10.1109/access.2023.3297649,https://ieeexplore.ieee.org/ielx7/6287639/6514899/10189921.pdf,,,,journal-article
crossref,"CO<sub>2</sub> emission from container glass in China, and emission reduction strategy analysis",Peipei Hu; Yanze Li; Xuanzhao Zhang; Zhen Guo; Peidong Zhang,10.1080/17583004.2018.1457929,,2018-05-03,,Carbon Management,,,,,False,https://doi.org/10.1080/17583004.2018.1457929,,,,,journal-article
crossref,"Electrically Excited, Localized Infrared Emission from Single Carbon Nanotubes",,10.1021/nl060462w.s002,,,,,,,,,False,https://doi.org/10.1021/nl060462w.s002,,,,,component
crossref,Predictions of carbon emission intensity based on factor analysis and an improved extreme learning machine from the perspective of carbon emission efficiency,Wei Sun; Chenchen Huang,10.1016/j.jclepro.2022.130414,,2022-03,,Journal of Cleaner Production,,,,,False,https://doi.org/10.1016/j.jclepro.2022.130414,,,,,journal-article
crossref,A Precise Carbon Emission Model on Electricity Consumption Side with Carbon Emission Flow Theory,Daxin Wang; Qian Zhang; Huahu Cui; Honghu Cheng; Xuemeng Zhang; Lei Fan,10.1109/ceect55960.2022.10030582,,2022-12,,2022 4th International Conference on Electrical Engineering and Control Technologies (CEECT),,,,,False,https://doi.org/10.1109/ceect55960.2022.10030582,,,,,proceedings-article
crossref,Quantification model of carbon emission reduction benefits based on dynamic carbon emission factor,Yan Shi; Wenjie Li; Luxi Zhang; Yi Zhang; Yutong Li,10.1117/12.3024313,,2024-05-13,,"Eighth International Conference on Energy System, Electricity, and Power (ESEP 2023)",,,,,False,https://doi.org/10.1117/12.3024313,,,,,proceedings-article
crossref,Figure 27.3. Taxation of energy in the Slovak Republic on a carbon emission basis,,10.1787/888932767061,,,,,,,,,False,https://doi.org/10.1787/888932767061,,,,,component
crossref,"Electrically Excited, Localized Infrared Emission from Single Carbon Nanotubes",,10.1021/nl060462w.s003,,,,,,,,,False,https://doi.org/10.1021/nl060462w.s003,,,,,component
crossref,Figure 6.2. Taxation of energy in the Czech Republic on a carbon emission basis,,10.1787/888932766054,,,,,,,,,False,https://doi.org/10.1787/888932766054,,,,,component
crossref,A New Financing Model for Carbon Emission Reduction Projects: The Use of Carbon Emission Reduction Purchase Agreements (ERPA) in the Private Pension System,Gökhan ŞEN; Mehmet Yunus ÇELİK; Tolga ULUSOY,10.28955/alinterizbd.664754,,2019-12-31,,Alınteri Zirai Bilimler Dergisi,,,,,True,https://doi.org/10.28955/alinterizbd.664754,https://dergipark.org.tr/tr/download/article-file/900381,,,,journal-article
crossref,Dual-Emission Ratiometric Fluorescent Probe Based on Lanthanide-Functionalized Carbon Quantum Dots for White Light Emission and Chemical Sensing,,10.1021/acsomega.1c01745.s001,,,,,,,,,True,https://doi.org/10.1021/acsomega.1c01745.s001,https://figshare.com/articles/journal_contribution/Dual-Emission_Ratiometric_Fluorescent_Probe_Based_on_Lanthanide-Functionalized_Carbon_Quantum_Dots_for_White_Light_Emission_and_Chemical_Sensing/14687139/1/files/28208241.pdf,carbon_papers\Dual-Emission Ratiometric Fluorescent Probe Based on Lanthanide-Functionalized Carbon Quantum Dots for White Light Emission and Chemical Sensing.pdf,2025-05-14,,component
crossref,Field Emission Signature of Pentagons at Carbon Nanotube Caps,,10.1021/jp068491i.s001,,,,,,,,,True,https://doi.org/10.1021/jp068491i.s001,https://figshare.com/articles/journal_contribution/Field_Emission_Signature_of_Pentagons_at_Carbon_Nanotube_Caps/3008356/1/files/4709665.pdf,carbon_papers\Field Emission Signature of Pentagons at Carbon Nanotube Caps.pdf,2025-05-14,,component
crossref,A Bottom-Up Carbon Emission Assessment Model for Carbon Emission Control at the Level of Rural Detailed Planning,Limei Song; Jiang Chang; Jianmei Yi,10.3390/land13071023,,2024-07-08,,Land,,,,,True,https://doi.org/10.3390/land13071023,https://doi.org/10.3390/land13071023,carbon_papers\A Bottom-Up Carbon Emission Assessment Model for Carbon Emission Control at the Level of Rural Detailed Planning.pdf,2025-05-14,,journal-article
crossref,Environmental Impact Analysis: Carbon Emission Reductions in Hybrid Cars,Dr. Shashank Singh,10.55248/gengpi.4.1123.113207,,2023-11-23,,International Journal of Research Publication and Reviews,,,,,True,https://doi.org/10.55248/gengpi.4.1123.113207,https://doi.org/10.55248/gengpi.4.1123.113207,carbon_papers\Environmental Impact Analysis: Carbon Emission Reductions in Hybrid Cars.pdf,2025-05-14,,journal-article
crossref,"Carbon Emission Efficiency in the Construction Industry and Its Carbon Emission Control Measures: A Case Study of Henan Province, China",Qing jing Shi; Chun Bai,10.46488/nept.2020.v19i02.036,,2020-06-01,,Nature Environment and Pollution Technology,,,,,True,https://doi.org/10.46488/nept.2020.v19i02.036,https://doi.org/10.46488/nept.2020.v19i02.036,"carbon_papers\Carbon Emission Efficiency in the Construction Industry and Its Carbon Emission Control Measures: A Case Study of Henan Province, China.pdf",2025-05-14,,journal-article
crossref,Bitcoin Mining for Carbon Emission Reduction,Jiasun Li; Hang Ren; Ioannis Bellos,10.2139/ssrn.4986178,,2024,,,,,,,False,https://doi.org/10.2139/ssrn.4986178,,,,,posted-content
crossref,Overview of agricultural carbon credit methodologies within international voluntary carbon markets,,10.56669/bjyf1162,,2024-09,,Strategy and Actions to Incentivize GHG Emission Reductions and Carbon Offset within Sustainable Agrifood Systems,,,,,False,https://doi.org/10.56669/bjyf1162,,,,,proceedings-article
crossref,Optimizing carbon emission forecast for modelling China's 2030 provincial carbon emission quota allocation,Xing Zhou; Anyi Niu; Chuxia Lin,10.1016/j.jenvman.2022.116523,,2023-01,,Journal of Environmental Management,,,,,False,https://doi.org/10.1016/j.jenvman.2022.116523,,,,,journal-article
crossref,"Electrically Excited, Localized Infrared Emission from Single Carbon Nanotubes",,10.1021/nl060462w.s004,,,,,,,,,False,https://doi.org/10.1021/nl060462w.s004,,,,,component
crossref,Facilitating or Jeopardizing? Supply Network Status and Carbon Emission Reduction,Hao Yu,10.2139/ssrn.5011696,,2024,,,,,,,False,https://doi.org/10.2139/ssrn.5011696,,,,,posted-content
crossref,"Review for ""Pivotal role of polylactide in carbon emission reduction: A comprehensive review""",,10.1002/eng2.12909/v1/review2,,2024-01-21,,,,,,,False,https://doi.org/10.1002/eng2.12909/v1/review2,,,,,peer-review
crossref,Comparative study on carbon emission spatial network and carbon emission reduction collaboration in urban agglomerations,Yongqiang Dong; Lanjian Liu,10.1016/j.ecolind.2025.113487,,2025-05,,Ecological Indicators,,,,,True,https://doi.org/10.1016/j.ecolind.2025.113487,https://doi.org/10.1016/j.ecolind.2025.113487,carbon_papers\Comparative study on carbon emission spatial network and carbon emission reduction collaboration in urban agglomerations.pdf,2025-05-14,,journal-article
crossref,"Ideas: Photoelectrochemical carbon removal as negative emission
technology",Matthias M. May; Kira Rehfeld,10.5194/esd-2018-53,,2018-08-31,,,,,,,True,https://doi.org/10.5194/esd-2018-53,https://esd.copernicus.org/articles/10/1/2019/esd-10-1-2019.pdf,"carbon_papers\Ideas: Photoelectrochemical carbon removal as negative emission
technology.pdf",2025-05-14,,posted-content
crossref,Carbon Sequestration: an Answer to the World’s Carbon Dioxide Emission Problem,Curtis Wettstein,10.24908/iqurcp.7653,,2017-11-29,,Inquiry@Queen's Undergraduate Research Conference Proceedings,,,,,False,https://doi.org/10.24908/iqurcp.7653,,,,,journal-article
crossref,Promote Carbon Peaking and Carbon Neutrality with The Concept of Global Warming and Carbon Emission Reduction,Yiting Wang,10.54691/bcpbm.v39i.4227,,2023-02-22,,BCP Business &amp; Management,,,,,True,https://doi.org/10.54691/bcpbm.v39i.4227,https://bcpublication.org/index.php/BM/article/download/4227/4124,carbon_papers\Promote Carbon Peaking and Carbon Neutrality with The Concept of Global Warming and Carbon Emission Reduction.pdf,2025-05-14,,journal-article
crossref,Carbon Nanotube Field Emission Display,Sashiro Uemura,10.1007/0-306-47621-5_6,,,,Perspectives of Fullerene Nanotechnology,,,,,False,https://doi.org/10.1007/0-306-47621-5_6,,,,,book-chapter
crossref,Inter-Provincial Carbon Emission Allocation and Uncertainty in China under the Carbon Peak Target,Qian Zeng; Peng Guo; ZiJian Liang,10.21203/rs.3.rs-3366465/v1,,2023-09-25,,,,,,,True,https://doi.org/10.21203/rs.3.rs-3366465/v1,https://www.researchsquare.com/article/rs-3366465/latest.pdf,carbon_papers\Inter-Provincial Carbon Emission Allocation and Uncertainty in China under the Carbon Peak Target.pdf,2025-05-14,,posted-content
crossref,"Carbon disclosure, emission levels, and the cost of debt",Kleimeier S.; Viehs P.M.,10.26481/umagsb.2016003,,2016,,,,,,,True,https://doi.org/10.26481/umagsb.2016003,https://cris.maastrichtuniversity.nl/ws/files/1556831/guid-00274c25-bb4f-4355-ba07-472a90dfc51e-ASSET1.0.pdf,"carbon_papers\Carbon disclosure, emission levels, and the cost of debt.pdf",2025-05-14,,component
crossref,The Impact of Economic Growth on Carbon Emission,Hakan Kaya,10.1007/978-3-031-12958-2_18,,2022,,Contributions to Management Science,,,,,False,https://doi.org/10.1007/978-3-031-12958-2_18,,,,,book-chapter
crossref,Figure 33.3. Taxation of energy in the United Kingdom on a carbon emission basis,,10.1787/888932767365,,,,,,,,,False,https://doi.org/10.1787/888932767365,,,,,component
crossref,Research on carbon emission of energy consumption in China's mining industry,,10.32629/9789811842719,,2022-05-31,,,,,,,False,https://doi.org/10.32629/9789811842719,,,,,edited-book
crossref,Field Emission,Mineo Hiramatsu; Masaru Hori,10.1007/978-3-211-99718-5_6,,2010,,Carbon Nanowalls,,,,,False,https://doi.org/10.1007/978-3-211-99718-5_6,,,,,book-chapter
crossref,Unveiling the Catalytic Role of Digital Trade in China's Carbon Emission Reduction Under the Dual Carbon Policy,xiongtian shi; Yi Xiao,10.2139/ssrn.4646065,,2023,,,,,,,False,https://doi.org/10.2139/ssrn.4646065,,,,,posted-content
crossref,Equity and efficiency test for regional allocation of carbon emission index,Wenju Wang,10.4324/9781003388500-13,,2023-03-03,,Price Analysis of China's Carbon Emissions,,,,,False,https://doi.org/10.4324/9781003388500-13,,,,,book-chapter
crossref,Solvatochromism Unravels the Emission Mechanism of Carbon Nanodots,,10.1021/acs.jpclett.6b01590.s001,,,,,,,,,True,https://doi.org/10.1021/acs.jpclett.6b01590.s001,https://figshare.com/articles/journal_contribution/Solvatochromism_Unravels_the_Emission_Mechanism_of_Carbon_Nanodots/3662232/1/files/5751933.pdf,carbon_papers\Solvatochromism Unravels the Emission Mechanism of Carbon Nanodots.pdf,2025-05-14,,component
crossref,Spatial patterns and drivers of wildfire carbon emission since 2,Zhihua Liu,10.5194/egusphere-egu24-2408,,2025-01-20,,,,,,,False,https://doi.org/10.5194/egusphere-egu24-2408,,,,,posted-content
crossref,The Carbon Emission and Sustainability of Manufacture for Better Carbon Efficiency,Hsuan-Yu Pan,10.47260/amae/14612,,2024-08-15,,Advances in Management and Applied Economics,,,,,True,https://doi.org/10.47260/amae/14612,https://doi.org/10.47260/amae/14612,carbon_papers\The Carbon Emission and Sustainability of Manufacture for Better Carbon Efficiency.pdf,2025-05-14,,journal-article
crossref,Empowering Nigeria's Environmental Future: Proposing a Robust Carbon Taxation Regime for Sustainable Management and Carbon Emission Control&amp;nbsp;,Kings Jonah,10.2139/ssrn.4853340,,2024,,,,,,,False,https://doi.org/10.2139/ssrn.4853340,,,,,posted-content
crossref,Analysis of a Peaked Carbon Emission Pathway in China Toward Carbon Neutrality,,10.1016/j.eng.2021.10.003,,2021-12,,Engineering,,,,,True,https://doi.org/10.1016/j.eng.2021.10.003,https://doi.org/10.1016/j.eng.2021.10.003,carbon_papers\Analysis of a Peaked Carbon Emission Pathway in China Toward Carbon Neutrality.pdf,2025-05-14,,journal-article
crossref,Carbon Dioxide Emission and Merchant Market in the European Union,Jan Vansant,10.1007/978-94-017-0245-4_1,,2003,,Carbon Dioxide Recovery and Utilization,,,,,False,https://doi.org/10.1007/978-94-017-0245-4_1,,,,,book-chapter
crossref,Agency conflicts and investment with carbon emission reduction,Ting Lu; Pengfei Luo,10.2139/ssrn.4948581,,2024,,,,,,,False,https://doi.org/10.2139/ssrn.4948581,,,,,posted-content
crossref,Polarised emission of the K-band by graphite single crystals,A.A. McFarlane,10.1016/0008-6223(73)90014-6,,1973-02,,Carbon,,,,,False,https://doi.org/10.1016/0008-6223(73)90014-6,,,,,journal-article
crossref,Low-Carbon Economic Dispatch of Integrated Energy Systems Considering Full-Process Carbon Emission Tracking and Low Carbon Demand Response_supp1-3420771.docx,Xingquan Ji,10.1109/tnse.2024.3420771/mm1,,,,,,,,,False,https://doi.org/10.1109/tnse.2024.3420771/mm1,,,,,component
crossref,Emission properties of carbon surface formed during the explosive emission process,G.N. Fursey; M.A. Polyakov; L.A. Shirochin; D.V. Novikov,10.1109/ivnc.2005.1619592,,,,2005 International Vacuum Nanoelectronics Conference,,,,,False,https://doi.org/10.1109/ivnc.2005.1619592,,,,,proceedings-article
crossref,"Electrically Excited, Localized Infrared Emission from Single Carbon Nanotubes",,10.1021/nl060462w.s001,,,,,,,,,False,https://doi.org/10.1021/nl060462w.s001,,,,,component
crossref,Carbon Emission,,10.1007/978-3-031-81653-6_300114,,2025,,The Palgrave Encyclopedia of Private Equity,,,,,False,https://doi.org/10.1007/978-3-031-81653-6_300114,,,,,book-chapter
crossref,Figure 3.3. Countries with higher effective carbon taxes tend to be less emission intensive,,10.1787/888934009140,,,,,,,,,False,https://doi.org/10.1787/888934009140,,,,,component
crossref,Impact of Extreme Weather Events on Carbon Dioxide Emission from a Tropical Ultisol,Uzoma KC,10.23880/oajar-16000200,,2018,,Open Access Journal of Agricultural Research,,,,,True,https://doi.org/10.23880/oajar-16000200,https://doi.org/10.23880/oajar-16000200,carbon_papers\Impact of Extreme Weather Events on Carbon Dioxide Emission from a Tropical Ultisol.pdf,2025-05-14,,journal-article
crossref,"Review for ""Pivotal role of polylactide in carbon emission reduction: A comprehensive review""",,10.1002/eng2.12909/v2/review1,,2024-04-22,,,,,,,False,https://doi.org/10.1002/eng2.12909/v2/review1,,,,,peer-review
crossref,Chapter 4 – Energy and Carbon Emission Issues in China’s Urbanization,,10.1163/2213-6002_crpn_wang_9789004280014_0005,,,,Chinese Research Perspectives Online,,,,,False,https://doi.org/10.1163/2213-6002_crpn_wang_9789004280014_0005,,,,,dataset
crossref,Photoelectric emission and work function of semiconducting diamonds,W.F. Wei; W.J. Leivo,10.1016/0008-6223(75)90013-5,,1975,,Carbon,,,,,False,https://doi.org/10.1016/0008-6223(75)90013-5,,,,,journal-article
crossref,Carbon Tax Policy and Technological Innovation for Low-Carbon Emission,Lina Wang,10.1109/icmss.2011.5998649,,2011-08,,2011 International Conference on Management and Service Science,,,,,False,https://doi.org/10.1109/icmss.2011.5998649,,,,,proceedings-article
crossref,Carbon Emission: Invalid Strategy and Ecological Rule,Li Zhou,10.4236/lce.2012.323011,,2012,,Low Carbon Economy,,,,,True,https://doi.org/10.4236/lce.2012.323011,http://www.scirp.org/journal/PaperDownload.aspx?paperID=25007,,,,journal-article
crossref,Figure 34.2. Taxation of energy in the United States on a carbon emission basis,,10.1787/888932767403,,,,,,,,,False,https://doi.org/10.1787/888932767403,,,,,component
crossref,X-Ray emission K-bands of carbon in thermoanthracites,M.P. Bytzman; K.M. Kolobova; E.Z. Kurmaev; V.N. Bekasova; L.V. Gorbaneva,10.1016/0008-6223(82)90005-7,,1982,,Carbon,,,,,False,https://doi.org/10.1016/0008-6223(82)90005-7,,,,,journal-article
crossref,Acoustic emission studies on carbon-carbon composites,,10.1016/s0963-8695(97)85559-4,,1997-04,,NDT &amp; E International,,,,,False,https://doi.org/10.1016/s0963-8695(97)85559-4,,,,,journal-article
crossref,Oil and gas industries including lower carbon energy � Guidelines for green manufacturing and lower carbon emission of oil and gas-field equipment and materials,,10.3403/30480801,,,,,,,,,False,https://doi.org/10.3403/30480801,,,,,standard
crossref,Investigating the Impact of Carbon Emission Trading on Industrial Carbon Productivity in China,Di Zhou; Kai Tang,10.1007/978-981-19-5562-4_9,,2022-10-18,,Carbon-Neutral Pathways for China: Economic Issues,,,,,False,https://doi.org/10.1007/978-981-19-5562-4_9,,,,,book-chapter
crossref,Investigating the Impact of Carbon Emission Trading on Urban Carbon Emissions in China,Kai Tang; Yichun Liu,10.1007/978-981-19-5562-4_7,,2022-10-18,,Carbon-Neutral Pathways for China: Economic Issues,,,,,False,https://doi.org/10.1007/978-981-19-5562-4_7,,,,,book-chapter
crossref,Oil and gas industries including lower carbon energy � Guidelines for green manufacturing and lower carbon emission of oil and gas-field equipment and materials,,10.3403/30480801u,,,,,,,,,False,https://doi.org/10.3403/30480801u,,,,,standard
crossref,How Does the Carbon Emission Trading System Drive Risk Spillovers from High-Carbon Assets to the Financial Sector?,Yuan Xue; Yu Dong,10.2139/ssrn.5097939,,2025,,,,,,,False,https://doi.org/10.2139/ssrn.5097939,,,,,posted-content
crossref,Acoustic emission from polygranular graphites,T.D. Burchell; R.G. Cooke; B. McEnaney; I.M. Pickup,10.1016/0008-6223(85)90236-2,,1985,,Carbon,,,,,False,https://doi.org/10.1016/0008-6223(85)90236-2,,,,,journal-article
crossref,Low carbon transformation of oil enterprises: study on dynamic evolution under carbon emission regulation,,10.58396/aee020201,,2023,,Advances in Environment and Energies,,,,,False,https://doi.org/10.58396/aee020201,,,,,journal-article
crossref,Local field emission from individual vertical carbon nanofibers grown on tungsten filament,Haijun Li; Junjie Li; Changzhi Gu,10.1016/j.carbon.2004.11.021,,2005,,Carbon,,,,,False,https://doi.org/10.1016/j.carbon.2004.11.021,,,,,journal-article
crossref,Theoretical Field-Emission Patterns from Carbon Nanotubes,Toshiharu Higuchia; Yoichi Yamada; Masahiro Sasaki,10.1201/9781003141990-4,,2021-12-14,,Nanostructured Carbon Electron Emitters and Their Applications,,,,,False,https://doi.org/10.1201/9781003141990-4,,,,,book-chapter
crossref,WOA–BP-based Carbon Emission and Peak Carbon Prediction for Tianjin Civil Aviation,,10.23977/envcp.2025.040104,,2025,,Environment and Climate Protection,,,,,False,https://doi.org/10.23977/envcp.2025.040104,,,,,journal-article
crossref,Activated Carbon Application Simultaneously Alleviates Paddy Soil Arsenic Mobilization and Carbon Emission by Decreasing Porewater Dissolved Organic Matter,,10.1021/acs.est.4c00748.s001,,,,,,,,,True,https://doi.org/10.1021/acs.est.4c00748.s001,https://figshare.com/articles/journal_contribution/Activated_Carbon_Application_Simultaneously_Alleviates_Paddy_Soil_Arsenic_Mobilization_and_Carbon_Emission_by_Decreasing_Porewater_Dissolved_Organic_Matter/25706001/1/files/45889875.pdf,carbon_papers\Activated Carbon Application Simultaneously Alleviates Paddy Soil Arsenic Mobilization and Carbon Emission by Decreasing Porewater Dissolved Organic Matter.pdf,2025-05-14,,component
crossref,Urban Revenue Target Pressure and Carbon Emission Reduction: Exploring Chinese Characteristics in Emission Reduction Beyond Regulatory Governance,Longlong Xia; Yongze Yu; Jing Zeng; Ke Li,10.2139/ssrn.4956869,,2024,,,,,,,False,https://doi.org/10.2139/ssrn.4956869,,,,,posted-content
crossref,Energy and Efficiency of Carbon Dioxide Emission,,10.1142/9789814374194_0014,,2013-04-22,,Annual Review of Low-Carbon Development in China: 2010,,,,,False,https://doi.org/10.1142/9789814374194_0014,,,,,book-chapter
crossref,Twenty-five years of emission inventorying,Tinus Pulles,10.1080/17583004.2018.1426970,,2018-01-02,,Carbon Management,,,,,True,https://doi.org/10.1080/17583004.2018.1426970,https://www.tandfonline.com/doi/pdf/10.1080/17583004.2018.1426970?needAccess=true,,,,journal-article
crossref,Review for Monthly and Spatially Resolved Black Carbon Emission Inventory of India: Uncertainty Analyses,,10.5194/acp-2015-978-rc2,,2016-03-23,,,,,,,False,https://doi.org/10.5194/acp-2015-978-rc2,,,,,peer-review
crossref,"Open-data-based city-scale gridded carbon dioxide emission inventory: supporting urban carbon monitoring in Chengdu, China",Rui Wang; Yuzhong Zhang; Shuang Zhao; Xinlu Wang,10.20517/cf.2024.19,,2024-09-21,,Carbon Footprints,,,,,True,https://doi.org/10.20517/cf.2024.19,https://doi.org/10.20517/cf.2024.19,"carbon_papers\Open-data-based city-scale gridded carbon dioxide emission inventory: supporting urban carbon monitoring in Chengdu, China.pdf",2025-05-14,,journal-article
crossref,Fusion of carbon nanotubes for fabrication of field emission cathodes,Pejman Hojati-Talemi; Aravindaraj G. Kannan; George P. Simon,10.1016/j.carbon.2011.07.058,,2012-02,,Carbon,,,,,False,https://doi.org/10.1016/j.carbon.2011.07.058,,,,,journal-article
crossref,Carbon Emission Assessment of Port Integrated Logistics in Low-carbon Environment,,10.25236/ijfs.2021.031808,,2021,,International Journal of Frontiers in Sociology,,,,,True,https://doi.org/10.25236/ijfs.2021.031808,https://francis-press.com/uploads/papers/V7qQtwM3KTtflErZ8l0tgS5nPMewfh41HRbAwzy5.pdf,,,,journal-article
crossref,The Effect of the Carbon Tax to Minimize Emission,Serhat Yüksel; Alexey Mikhaylov,10.1007/978-3-031-12958-2_1,,2022,,Contributions to Management Science,,,,,False,https://doi.org/10.1007/978-3-031-12958-2_1,,,,,book-chapter
crossref,A Deeper Understanding of the CO2 Emission Pathway Under China’s Carbon Emission Peak and Carbon Neutrality Goals,Bofeng Cai; Li Zhang; Yu Lei; Jinnan Wang,10.1016/j.eng.2022.06.014,,2023-11,,Engineering,,,,,True,https://doi.org/10.1016/j.eng.2022.06.014,https://doi.org/10.1016/j.eng.2022.06.014,carbon_papers\A Deeper Understanding of the CO2 Emission Pathway Under China’s Carbon Emission Peak and Carbon Neutrality Goals.pdf,2025-05-14,,journal-article
crossref,Pricing of Carbon Emission Exchange in the EU ETS,,10.1057/9781137466297.0023,,,,Enterprise Risk Management in Finance,,,,,False,https://doi.org/10.1057/9781137466297.0023,,,,,book-chapter
crossref,Comparative Analysis of Carbon Tax and Carbon Emission Trading Policies in the Context of Carbon Emission Reduction: Based on the Perspective of the Power Industry,Jiayi Zhou; Luqi Wang; Nina Cai; Hanlu Sun; Xinyan Hu,10.54254/2754-1169/106/20241237,,2024-07-31,,"Advances in Economics, Management and Political Sciences",,,,,True,https://doi.org/10.54254/2754-1169/106/20241237,https://www.ewadirect.com/proceedings/aemps/article/view/14572/pdf,carbon_papers\Comparative Analysis of Carbon Tax and Carbon Emission Trading Policies in the Context of Carbon Emission Reduction: Based on the Perspective of the Power Industry.pdf,2025-05-14,,journal-article
crossref,Field Emission,François Léonard,10.1016/b978-0-8155-1573-9.50009-4,,2009,,The Physics of Carbon Nanotube Devices,,,,,False,https://doi.org/10.1016/b978-0-8155-1573-9.50009-4,,,,,book-chapter
crossref,Can Transparency Governance Promote Interregional Coordinated Carbon Emission Reduction?,Nan Jiang; Juan Huang,10.2139/ssrn.4991982,,2024,,,,,,,False,https://doi.org/10.2139/ssrn.4991982,,,,,posted-content
crossref,Fugitive emission of carbon dioxide and methane,,10.1787/205af99d-en,,2021-04-19,,IEA CO2 Emissions from Fuel Combustion Statistics,,,,,False,https://doi.org/10.1787/205af99d-en,,,,,dataset
crossref,Carbon Vapor and Carbon Plasma Infrared Emission,Laszlo Nemes,10.4172/2329-6542.1000154,,2017,,Journal of Astrophysics &amp; Aerospace Technology,,,,,True,https://doi.org/10.4172/2329-6542.1000154,https://doi.org/10.4172/2329-6542.1000154,carbon_papers\Carbon Vapor and Carbon Plasma Infrared Emission.pdf,,,journal-article
crossref,Prediction of Building Carbon Emissions in Campus Areas Based on Building a Carbon Emission Correlation Factor,Jingjing Wang; Mingzhu Xiu; Jingjing Wang,10.2139/ssrn.5042906,,2024,,,,,,,False,https://doi.org/10.2139/ssrn.5042906,,,,,posted-content
crossref,Navigating the Carbon Crossroads: Climate Transition Risk and Carbon Emission Efficiency in China's Energy Enterprises,,10.30955/gnj.06858,,2025-04-18,,Global NEST Journal,,,,,False,https://doi.org/10.30955/gnj.06858,,,,,journal-article
crossref,Industry experience in deriving updated emission factors to characterize methane emissions for select emission sources in natural gas systems,Karin Ritter; Miriam Lev-On; Theresa Shires,10.1080/20430779.2015.1036752,,2014-11-02,,Carbon Management,,,,,True,https://doi.org/10.1080/20430779.2015.1036752,https://www.tandfonline.com/doi/pdf/10.1080/20430779.2015.1036752?needAccess=true,,,,journal-article
crossref,Impact and Acting Path of Carbon Emission Trading on Carbon Emission Intensity of Construction Land: Evidence from Pilot Areas in China,Lu Li; Jie Dong; Yan Song,10.3390/su12197843,,2020-09-23,,Sustainability,,,,,True,https://doi.org/10.3390/su12197843,https://www.mdpi.com/2071-1050/12/19/7843/pdf?version=1600844242,carbon_papers\Impact and Acting Path of Carbon Emission Trading on Carbon Emission Intensity of Construction Land: Evidence from Pilot Areas in China.pdf,2025-05-14,,journal-article
crossref,Study on Carbon Emission Influencing Factors and carbon emission reduction potential in China's food production industry,Yuanping Wang; Lang Hu; Lingchun Hou; Weiguang Cai; Yu He; Xinyue Su,10.1016/j.envres.2024.119702,,2024-11,,Environmental Research,,,,,False,https://doi.org/10.1016/j.envres.2024.119702,,,,,journal-article
crossref,Calculation and Emission Reduction Effect Evaluation Model of Wind Power Lifetime Carbon Emission under Carbon Neutralization Target,Yao Wang; Zhong Wu; Xiaojun Song; Hui Duan; Haisheng Tan,10.1109/ei256261.2022.10117125,,2022-11-11,,2022 IEEE 6th Conference on Energy Internet and Energy System Integration (EI2),,,,,False,https://doi.org/10.1109/ei256261.2022.10117125,,,,,proceedings-article
crossref,International Regulation of Carbon Emission,Anjali Dwivedi,10.2139/ssrn.2765511,,2014,,SSRN Electronic Journal,,,,,False,https://doi.org/10.2139/ssrn.2765511,,,,,journal-article
